word,jyutping,occured,ratio
天幕,tin1mok6,1,8.33493E-06
沙灘,saa1taan1,2,1.66699E-05
著衫,zoek3saam1,2,1.66699E-05
原先,jyun4sin1,2,1.66699E-05
老闆,lou5baan2,20,0.000166699
好人,hou2jan4,8,6.66794E-05
簽名,cim1meng2,1,8.33493E-06
隸,dai6,1,8.33493E-06
隸屬,dai6suk6,3,2.50048E-05
即日,zik1jat6,1,8.33493E-06
鬼,gwai2,8,6.66794E-05
陌生,mak6sang1,1,8.33493E-06
戴,daai3,9,7.50144E-05
符,fu4,2,1.66699E-05
普通話,pou2tung1waa2,11,9.16842E-05
大多數,daai6do1sou3,1,8.33493E-06
廣東話,gwong2dung1waa2,2,1.66699E-05
東莞,dung1gun2,2,1.66699E-05
原意,jyun4ji3,2,1.66699E-05
熟悉,suk6sik1,1,8.33493E-06
運作,wan6zok3,1,8.33493E-06
二來,ji6loi4,4,3.33397E-05
加薪,gaa1san1,1,8.33493E-06
睇戲,tai2hei3,6,5.00096E-05
戲院,hei3jyun2,10,8.33493E-05
阿諾,aa3nok6,4,3.33397E-05
型,jing4,4,3.33397E-05
覺,gok3,11,9.16842E-05
小倩,siu2sin6,4,3.33397E-05
卡通片,kaa1tung1pin2,2,1.66699E-05
場次,coeng4ci3,1,8.33493E-06
港產片,gong2caan2pin2,3,2.50048E-05
大力士,daai6lik6si6,4,3.33397E-05
星期二,sing1kei4ji6,4,3.33397E-05
百老匯,baak3lou5wui6,1,8.33493E-06
雜誌,zaap6zi3,6,5.00096E-05
這個,ze2go3,1,8.33493E-06
殺手,saat3sau2,2,1.66699E-05
冷,laang5,4,3.33397E-05
吖,aa1,16,0.000133359
交代,gaau1doi6,3,2.50048E-05
感情,gam2cing4,1,8.33493E-06
拍拖,paak3to1,1,8.33493E-06
殺,saat3,7,5.83445E-05
晒,saai3,4,3.33397E-05
哎,ai1,9,7.50144E-05
星期六,sing1kei4luk6,6,5.00096E-05
一點,jat1dim2,2,1.66699E-05
逢,fung4,3,2.50048E-05
凡,faan4,1,8.33493E-06
返學,faan1hok6,22,0.000183368
上,soeng5,5,4.16747E-05
遲到,ci4dou3,3,2.50048E-05
歌,go1,19,0.000158364
眼瞓,ngaan5fan3,2,1.66699E-05
趴,paa1,1,8.33493E-06
超,ciu1,1,8.33493E-06
瞌眼瞓,hap1ngaan5fan3,1,8.33493E-06
比,bei2,8,6.66794E-05
辭職,ci4zik1,1,8.33493E-06
失業,sat1jip6,11,9.16842E-05
實力,sat6lik6,1,8.33493E-06
鮓,zaa2,8,6.66794E-05
強勁,koeng4ging6,1,8.33493E-06
筆,bat1,3,2.50048E-05
獎勵,zoeng2lai6,2,1.66699E-05
食飯,sik6faan6,31,0.000258383
與,jyu5,1,8.33493E-06
事實,si6sat6,5,4.16747E-05
不符,bat1fu4,1,8.33493E-06
第二啲,dai6ji6di1,6,5.00096E-05
獎學金,zoeng2hok6gam1,2,1.66699E-05
餐,caan1,8,6.66794E-05
打邊爐,daa2bin1lou4,4,3.33397E-05
少娟,siu3gyun1,3,2.50048E-05
肯定,hang2ding6,12,0.000100019
元朗,jyun4long5,1,8.33493E-06
對唔住,deoi3m4zyu6,1,8.33493E-06
吓,haa2,4,3.33397E-05
提議,tai4ji5,2,1.66699E-05
剩,zing6,1,8.33493E-06
訪問,fong2man6,2,1.66699E-05
哈,haa1,1,8.33493E-06
傾,king1,1,8.33493E-06
偈,gai2,10,8.33493E-05
明,ming4,15,0.000125024
每次,mui5ci3,4,3.33397E-05
鞠躬,guk1gung1,2,1.66699E-05
君姐,gwan1ze1,1,8.33493E-06
生日,saang1jat6,20,0.000166699
餐廳,caan1teng1,7,5.83445E-05
補習,bou2zaap6,9,7.50144E-05
打電話,daa2din6waa2,16,0.000133359
暑期工,syu2kei4gung1,3,2.50048E-05
內部,noi6bou6,1,8.33493E-06
乾,gon1,1,8.33493E-06
乾淨,gon1zeng6,9,7.50144E-05
沙律,saa1leot2,5,4.16747E-05
吧,baa1,3,2.50048E-05
申請,san1cing2,11,9.16842E-05
三千零,saam1cin1leng4,3,2.50048E-05
必備,bit1bei6,1,8.33493E-06
科,fo1,22,0.000183368
計數,gai3sou3,6,5.00096E-05
數,sou3,10,8.33493E-05
淺,cin2,5,4.16747E-05
加數,gaa1sou3,1,8.33493E-06
試,si5,8,6.66794E-05
科大,fo1daai6,3,2.50048E-05
列入,lit6jap6,2,1.66699E-05
考慮,haau2leoi6,1,8.33493E-06
嶺南,ling5naam4,2,1.66699E-05
系,hai6,2,1.66699E-05
風濕,fung1sap1,1,8.33493E-06
醫,ji1,2,1.66699E-05
原因,jyun4jan1,13,0.000108354
學院,hok6jyun2,2,1.66699E-05
哎,ai3,5,4.16747E-05
失禮,sat1lai5,1,8.33493E-06
唔會,m4wui5,1,8.33493E-06
城市,sing4si5,1,8.33493E-06
理工,lei5gung1,1,8.33493E-06
令,ling6,5,4.16747E-05
十月零,sap6jyut6leng4,1,8.33493E-06
三十三,saam1sap6saam1,3,2.50048E-05
改,goi2,25,0.000208373
信心,seon3sam1,42,0.000350067
盡,zeon6,2,1.66699E-05
力,lik6,6,5.00096E-05
沙官,saa1gun1,3,2.50048E-05
阿飯,aa3faan6,2,1.66699E-05
舊,gau6,5,4.16747E-05
會考,wui6haau2,9,7.50144E-05
文科,man4fo1,3,2.50048E-05
黐線,ci1sin3,14,0.000116689
女拔萃,neoi5bat6seoi6,1,8.33493E-06
科,fo1,30,0.000250048
數學,sou3hok6,6,5.00096E-05
吔,jaa3,1,8.33493E-06
佳,gaai1,5,4.16747E-05
廿四,jaa6sei3,6,5.00096E-05
理科,lei5fo1,2,1.66699E-05
病態,beng6taai3,1,8.33493E-06
留班,lau4baan1,1,8.33493E-06
至於,zi3jyu1,1,8.33493E-06
邊啲,bin1di1,11,9.16842E-05
至少,zi3siu2,2,1.66699E-05
九十五,gau2sap6ng5,1,8.33493E-06
頂窿,ding2lung2,1,8.33493E-06
題,tai4,6,5.00096E-05
中,zung1,2,1.66699E-05
致命傷,zi3ming6soeng1,1,8.33493E-06
作文,zok3man2,6,5.00096E-05
君儀,gwan1ji4,2,1.66699E-05
調轉,diu6zyun3,5,4.16747E-05
卷,gyun2,7,5.83445E-05
辦,baan6,1,8.33493E-06
法,faat3,1,8.33493E-06
靠,kaau3,8,6.66794E-05
補,bou2,1,8.33493E-06
出年,ceot1nin2,2,1.66699E-05
補,bou2,7,5.83445E-05
一本便利,jat1bun2bin6lei6,2,1.66699E-05
本本,bun2bun2,1,8.33493E-06
便利,bin6lei6,1,8.33493E-06
英皇,jing1wong2,1,8.33493E-06
現代,jin6doi6,3,2.50048E-05
會考教室,wui6haau2gaau3sat1,2,1.66699E-05
史,si2,2,1.66699E-05
上次,soeng6ci3,1,8.33493E-06
補習,bou2zaap6,1,8.33493E-06
天王,tin1wong4,2,1.66699E-05
勁,ging6,2,1.66699E-05
屎,si2,1,8.33493E-06
豬頭炳,zyu1tau4bing2,1,8.33493E-06
稱讚,cing1zaan3,1,8.33493E-06
基督徒,gei1duk1tou4,6,5.00096E-05
名,ming4,2,1.66699E-05
平常人,ping4soeng4jan4,1,8.33493E-06
真係,zan1hai6,3,2.50048E-05
招積,ziu1zik1,1,8.33493E-06
寸,cyun3,4,3.33397E-05
爆,baau3,2,1.66699E-05
直情,zik6cing4,5,4.16747E-05
上堂,soeng5tong4,9,7.50144E-05
噏,ap1,11,9.16842E-05
生字,saang1zi6,1,8.33493E-06
與眾不同,jyu5zung3bat1tung4,1,8.33493E-06
突出,dat6ceot1,1,8.33493E-06
三月,saam1jyut6,4,3.33397E-05
四月,sei3jyut6,2,1.66699E-05
文化,man4faa3,9,7.50144E-05
實用文,sat6jung6man4,1,8.33493E-06
飄忽,piu1fat1,1,8.33493E-06
評論,ping4leon6,3,2.50048E-05
評,ping4,1,8.33493E-06
公函,gung1haam4,2,1.66699E-05
建議書,gin3ji5syu1,2,1.66699E-05
報告,bou3gou3,5,4.16747E-05
當日,dong1jat6,4,3.33397E-05
老吹,lou5ceoi1,1,8.33493E-06
國光,gwok3gwong1,1,8.33493E-06
評價,ping4gaa3,1,8.33493E-06
認,jing6,14,0.000116689
不如,bat1jyu4,3,2.50048E-05
高度,gou1dou6,1,8.33493E-06
行開,haang4hoi1,1,8.33493E-06
探,taam3,5,4.16747E-05
好,hou2,2,1.66699E-05
美國人,mei5gwok3jan4,1,8.33493E-06
口味,hau2mei6,3,2.50048E-05
佐治古尼,zo2zi6gu2nei4,2,1.66699E-05
o1,o1,1,8.33493E-06
佐治奧當奴,zo2zi6ou3dong1nou4,1,8.33493E-06
基斯奧當奴,gei1si1ou3dong1nou4,1,8.33493E-06
主角,zyu2gok3,8,6.66794E-05
慣,gwaan3,1,8.33493E-06
仁心仁術,jan4sam1jan4seot6,1,8.33493E-06
面具,min6geoi6,1,8.33493E-06
似,ci5,17,0.000141694
集,zaap6,11,9.16842E-05
偉基馬,wai5gei1maa5,2,1.66699E-05
飛,fei1,10,8.33493E-05
威爾斯,wai1ji5si1,4,3.33397E-05
抽,cau1,5,4.16747E-05
唔怪得知,m4gwaai3dak1zi1,2,1.66699E-05
撈,lou1,6,5.00096E-05
自然,zi6jin4,7,5.83445E-05
為,wai6,5,4.16747E-05
着想,zoek6soeng2,1,8.33493E-06
ei3,ei3,1,8.33493E-06
陳,can4,28,0.000233378
子欣,zi2jan1,6,5.00096E-05
奇,kei4,2,1.66699E-05
個個,go3go3,3,2.50048E-05
阻止,zo2zi2,1,8.33493E-06
以來,ji5lai4,2,1.66699E-05
寫信,se2seon3,2,1.66699E-05
熄,sik1,10,8.33493E-05
少華,siu3waa4,6,5.00096E-05
港姐,gong2ze2,3,2.50048E-05
翁,jung1,3,2.50048E-05
嘉穗,gaa1seoi6,1,8.33493E-06
冠軍,gun3gwan1,4,3.33397E-05
亞軍,aa3gwan1,2,1.66699E-05
明惠,ming4wai6,2,1.66699E-05
會計師,wui6gai3si1,1,8.33493E-06
選,syun2,1,8.33493E-06
入面,jap6min6,1,8.33493E-06
快撈,faai1lou2,1,8.33493E-06
十一月,sap6jat1jyut6,1,8.33493E-06
滅罪,mit6zeoi6,1,8.33493E-06
禁毒,gam3duk6,1,8.33493E-06
委員會,wai2jyun4wui2,1,8.33493E-06
嘉年華會,gaa1nin4waa4wui2,1,8.33493E-06
常理,soeng4lei5,1,8.33493E-06
好揾,hou2wan2,6,5.00096E-05
兩萬,loeng5maan6,2,1.66699E-05
十三萬,sap6saam1maan6,1,8.33493E-06
政務處,zing3mou6cyu5,1,8.33493E-06
錄,luk6,1,8.33493E-06
郭,gwok3,21,0.000175034
富城,fu3sing4,19,0.000158364
啋,coi2,2,1.66699E-05
哄,hung3,1,8.33493E-06
四大天王,sei3daai6tin1wong4,1,8.33493E-06
風雲,fung1wan4,1,8.33493E-06
份,fan2,3,2.50048E-05
葵芳,kwai4fong1,2,1.66699E-05
運動場,wan6dong6coeng4,1,8.33493E-06
露天,lo6tin1,1,8.33493E-06
人造,jan4zou6,1,8.33493E-06
足,zuk1,1,8.33493E-06
草地,cou2dei6,1,8.33493E-06
足球場,zuk1kau4coeng4,1,8.33493E-06
溫柔,wan1jau4,2,1.66699E-05
關,gwaan1,11,9.16842E-05
踢波,tek3bo1,4,3.33397E-05
碧咸,bik1haam4,6,5.00096E-05
山度士,saan1dou6si2,5,4.16747E-05
南華,naam4waa2,3,2.50048E-05
曼聯,maan6lyun4,7,5.83445E-05
撩,liu1,1,8.33493E-06
嘔電,au2din6,1,8.33493E-06
贊助,zaan4zo6,1,8.33493E-06
決裂,kyut3lit6,2,1.66699E-05
實情,sat6cing2,1,8.33493E-06
得罪,dak1zeoi6,15,0.000125024
詳情,coeng4cing4,2,1.66699E-05
詳,coeng4,1,8.33493E-06
盡快,zeon6faai3,1,8.33493E-06
出聲,ceot1seng1,9,7.50144E-05
手信,sau2seon3,2,1.66699E-05
咦咿哦哦,ji4ji1o4o4,1,8.33493E-06
語,jyu5,1,8.33493E-06
斬釘截鐵,zaam2deng1zit3tit3,1,8.33493E-06
殺氣,saat3hei3,4,3.33397E-05
面前,min6cin4,4,3.33397E-05
唔好意思,m4hou2ji3si1,2,1.66699E-05
啞,aa5,1,8.33493E-06
兜,dau1,2,1.66699E-05
句,geoi3,7,5.83445E-05
雙向,soeng1hoeng3,1,8.33493E-06
語文,jyu5man4,1,8.33493E-06
說話,syut3waa6,2,1.66699E-05
直接,zik6zip3,2,1.66699E-05
態度,taai3dou6,10,8.33493E-05
着,zoek6,9,7.50144E-05
親,can1,4,3.33397E-05
壓,aat3,1,8.33493E-06
聽聞,teng1man4,2,1.66699E-05
私校,si1haau6,5,4.16747E-05
後尾,hau6mei1,14,0.000116689
聖瑪嘉烈,sing3maa5gaa1lit6,1,8.33493E-06
年班,nin4baan1,1,8.33493E-06
萬五,maan6ng5,2,1.66699E-05
左右,zo2jau2,2,1.66699E-05
萬六,maan6luk6,1,8.33493E-06
一萬九千幾,jat1maan6gau2cin1gei2,2,1.66699E-05
一萬五千幾,jat1maan6ng5cin1gei2,1,8.33493E-06
選擇,syun2zaak6,3,2.50048E-05
啊,aa3,1,8.33493E-06
成,sing4,39,0.000325062
反應,faan2jing3,7,5.83445E-05
小學生,siu2hok6saang1,1,8.33493E-06
總,zung2,5,4.16747E-05
一輪,jat1leon4,1,8.33493E-06
理論上,lei5leon6soeng6,4,3.33397E-05
惡劣,ok3lyut6,4,3.33397E-05
離,lei4,3,2.50048E-05
而,ji4,2,1.66699E-05
關係,gwaan1hai6,12,0.000100019
冷落,laang5lok6,1,8.33493E-06
投,tau4,4,3.33397E-05
利物浦,lei6mat6pou2,2,1.66699E-05
支持,zi1ci4,2,1.66699E-05
三𠻺幾,saa1aa6gei2,1,8.33493E-06
球場,kau4coeng4,1,8.33493E-06
球,kau4,1,8.33493E-06
好嘢,hou2je5,4,3.33397E-05
爭啲,zaang1di1,5,4.16747E-05
輸,syu1,9,7.50144E-05
入波,jap6bo1,1,8.33493E-06
擺明,baai2ming4,1,8.33493E-06
南華,naam4waa2,1,8.33493E-06
撩,liu2,3,2.50048E-05
簡東拿,gaan2dong1naa4,1,8.33493E-06
讓出,joeng6ceot1,1,8.33493E-06
位置,wai6zi3,5,4.16747E-05
舒靈咸,syu1ling4haam4,5,4.16747E-05
恩斯,jan1si1,4,3.33397E-05
廢,fai3,8,6.66794E-05
正一,zing3jat1,1,8.33493E-06
費格遜,fai3gaak3seon3,1,8.33493E-06
離晒譜,lei4saai3pou2,1,8.33493E-06
嚿,gau6,8,6.66794E-05
垃圾,laap6saap3,4,3.33397E-05
隊,deoi2,8,6.66794E-05
波衫,bo1saam1,3,2.50048E-05
國腳,gwok3goek3,3,2.50048E-05
改為,goi2wai4,1,8.33493E-06
英格蘭,jing1gaak3laan4,3,2.50048E-05
史高斯,si2gou1si1,1,8.33493E-06
國家,gwok3gaa1,13,0.000108354
十七,sap6cat1,7,5.83445E-05
靚仔,leng3zai2,5,4.16747E-05
麥馬拿文,mak6maa5naa4man4,1,8.33493E-06
阿爸,aa3baa4,9,7.50144E-05
一視同仁,jat1si6tung4jan4,2,1.66699E-05
女,neoi5,1,8.33493E-06
正所謂,zing3so2wai6,1,8.33493E-06
女大不中留,neoi2daai6bat1zung1lau4,1,8.33493E-06
潑,put6,2,1.66699E-05
世界杯,sai3gaai3bui1,2,1.66699E-05
場,coeng4,11,9.16842E-05
比賽,bei2coi3,3,2.50048E-05
轉播,zyun2bo3,2,1.66699E-05
溶,jung4,1,8.33493E-06
初賽,co1coi3,1,8.33493E-06
鼠,syu2,1,8.33493E-06
體委,tai2wai2,1,8.33493E-06
決賽週,kyut3coi3zau1,1,8.33493E-06
關事,gwaan1si6,1,8.33493E-06
隊,deoi6,6,5.00096E-05
屆,gaai3,9,7.50144E-05
巴西,baa1sai1,8,6.66794E-05
捧,pung2,7,5.83445E-05
早輪,zou2leon4,2,1.66699E-05
杯,bui1,6,5.00096E-05
美洲,mei5zau1,1,8.33493E-06
靚仔,leng3zai2,3,2.50048E-05
朗拿度,long5naa4dou6,6,5.00096E-05
老掏古,lou5tou4gu2,2,1.66699E-05
淘古井,tou4gu2zeng2,4,3.33397E-05
煲老藕,bou1lou5ngau5,2,1.66699E-05
丹尼遜,daan1nei4seon3,2,1.66699E-05
超級,ciu1kap1,1,8.33493E-06
新星,san1sing1,1,8.33493E-06
中場,zung1coeng4,1,8.33493E-06
靈魂,ling4wan4,1,8.33493E-06
新人,san1jan4,2,1.66699E-05
好波,hou2bo1,3,2.50048E-05
李安納度,lei5on1naap6dou6,2,1.66699E-05
腳法,goek3faat3,3,2.50048E-05
只有,zi2jau5,1,8.33493E-06
會,wui5,6,5.00096E-05
球星,kau4sing1,1,8.33493E-06
球員,kau4jyun4,1,8.33493E-06
奇連士文,kei4lin4si6man4,2,1.66699E-05
三𠻺,saa1aa6,1,8.33493E-06
等陣間,dang2zan6gaan1,1,8.33493E-06
老爺,lou5je4,4,3.33397E-05
等等,dang2dang2,3,2.50048E-05
不如,bat1jyu4,3,2.50048E-05
車牌,ce1paai4,1,8.33493E-06
二手,ji6sau2,1,8.33493E-06
車行,ce1hong2,2,1.66699E-05
幾千,gei2cin1,4,3.33397E-05
執,zap1,4,3.33397E-05
保障,bou2zoeng3,2,1.66699E-05
殘,caan4,4,3.33397E-05
廣告,gwong2gou3,8,6.66794E-05
就係,zau6hai6,5,4.16747E-05
向,hoeng3,4,3.33397E-05
搏,bok3,3,2.50048E-05
323,saam1ji6saam1,4,3.33397E-05
𤓓味,lo3mei6,1,8.33493E-06
粉腸,fan2coeng2,1,8.33493E-06
不知所謂,bat1zi1so2wai6,3,2.50048E-05
預算,jyu6syun3,2,1.66699E-05
度,dou2,2,1.66699E-05
二手,ji6sau2,1,8.33493E-06
四萬,sei3maan6,6,5.00096E-05
新牌仔,san1paai4zai2,1,8.33493E-06
121,jat1ji6jat1,2,1.66699E-05
貓仔,maau1zai2,1,8.33493E-06
香蕉,hoeng1ziu1,1,8.33493E-06
自動波,zi6dung6bo1,1,8.33493E-06
aa2,aa2,1,8.33493E-06
交易,gaau1jik6,2,1.66699E-05
千三,cin1saam1,4,3.33397E-05
阿張,aa3zoeng1,4,3.33397E-05
斜,ce3,5,4.16747E-05
瀉,se3,1,8.33493E-06
滿,mun5,1,8.33493E-06
郁,juk1,9,7.50144E-05
閂,saan1,5,4.16747E-05
溜後,lau4hau6,1,8.33493E-06
車身,ce1san1,1,8.33493E-06
習慣,zaap6gwaan3,3,2.50048E-05
愛來,oi3lai4,3,2.50048E-05
出入,ceot1jap6,3,2.50048E-05
濕濕碎碎,sap1sap1seoi3seoi3,1,8.33493E-06
四十五,sei3sap6ng5,1,8.33493E-06
燕梳,jin3so1,4,3.33397E-05
牌費,paai4fai3,7,5.83445E-05
三保,saam1bou2,3,2.50048E-05
全保,cyun4bou2,2,1.66699E-05
保,bou2,1,8.33493E-06
保險,bou2him2,2,1.66699E-05
新牌,san1paai4,1,8.33493E-06
無名無份,mou4ming4mou4fan6,1,8.33493E-06
歸還,gwai1waan4,1,8.33493E-06
停車場,ting4ce1coeng4,7,5.83445E-05
格,gaak3,3,2.50048E-05
沙田,saa1tin4,10,8.33493E-05
泊,paak3,9,7.50144E-05
粉嶺,fan2leng5,2,1.66699E-05
搬,bun1,18,0.000150029
入來,jap6lai4,11,9.16842E-05
馬會,maa5wui2,3,2.50048E-05
退,teoi3,5,4.16747E-05
哩邊,ni1bin1,1,8.33493E-06
二千,ji6cin1,9,7.50144E-05
彩虹,coi2hung4,2,1.66699E-05
二千三,ji6cin1saam1,4,3.33397E-05
沙田中心,saa1tin4zung1sam1,2,1.66699E-05
沙田廣場,saa1tin4gwong2coeng4,1,8.33493E-06
好運,hou2wan6,2,1.66699E-05
隔籬,gaak3lei4,1,8.33493E-06
揸來,zaa1lai4,1,8.33493E-06
開學,hoi1hok6,3,2.50048E-05
火炭,fo2taan3,2,1.66699E-05
二千九,ji6cin1gau2,1,8.33493E-06
爛地,laan6dei6,3,2.50048E-05
二千二,ji6cin1ji6,1,8.33493E-06
kik1lik1kwaak1laak1,kik1lik1kwaak1laak1,1,8.33493E-06
油,jau2,2,1.66699E-05
供,gung1,3,2.50048E-05
阿伯,aa3baak3,4,3.33397E-05
抹,maat3,1,8.33493E-06
八千,baat3cin1,7,5.83445E-05
一筆過,jat1bat1gwo3,1,8.33493E-06
有排,jau5paai4,3,2.50048E-05
聽日,ting1jat6,15,0.000125024
銀禧,ngan4hei1,2,1.66699E-05
免費,min5fai3,2,1.66699E-05
專登,zyun1dang1,2,1.66699E-05
阿K,aa3kei1,1,8.33493E-06
喺度,hai2dou6,1,8.33493E-06
三菱,saam1ling4,1,8.33493E-06
九二年,gau2ji6nin4,2,1.66699E-05
色,sik1,7,5.83445E-05
綠,luk6,1,8.33493E-06
綠,luk2,1,8.33493E-06
新淨,san1zeng6,1,8.33493E-06
,zong1,2,1.66699E-05
千六,cin1luk6,4,3.33397E-05
最衰,zeoi3seoi1,1,8.33493E-06
三萬,saam1maan6,6,5.00096E-05
千五,cin1ng5,1,8.33493E-06
曳,jai5,6,5.00096E-05
操場,cou1coeng4,3,2.50048E-05
蓋,goi3,4,3.33397E-05
環境,waan4ging2,16,0.000133359
級數,kap1sou3,2,1.66699E-05
呀,aa4,1,8.33493E-06
哎,ai2,2,1.66699E-05
蠢,ceon2,2,1.66699E-05
揾食,wan2sik6,4,3.33397E-05
儲錢,cou5cin2,1,8.33493E-06
糧,loeng4,4,3.33397E-05
唔切,m4cit3,1,8.33493E-06
出糧,ceot1loeng4,4,3.33397E-05
二十八號,ji6sap6baat3hou6,2,1.66699E-05
廿八,jaa6baat3,2,1.66699E-05
禮物,lai5mat6,9,7.50144E-05
度,dok6,14,0.000116689
洗,sai2,26,0.000216708
八萬,baat3maan6,7,5.83445E-05
還,waan4,9,7.50144E-05
季,gwai3,1,8.33493E-06
鑊,wok6,1,8.33493E-06
甘,gam1,2,1.66699E-05
節儉,zit3gim6,1,8.33493E-06
七萬,cat1maan6,1,8.33493E-06
慳儉,haan1gim6,1,8.33493E-06
冇用,mou5jung6,6,5.00096E-05
一來,jat1loi4,1,8.33493E-06
地區,dei6keoi1,2,1.66699E-05
六點九,luk6dim2gau2,2,1.66699E-05
轉車,zyun3ce1,1,8.33493E-06
地鐵,dei6tit3,3,2.50048E-05
小巴,siu2baa1,4,3.33397E-05
西隧,sai1seoi6,4,3.33397E-05
鬆啲,sung1di1,2,1.66699E-05
羅師,lo4si1,1,8.33493E-06
隧道,seoi6dou6,1,8.33493E-06
塞,sak1,2,1.66699E-05
使,sai2,1,8.33493E-06
來回,loi4wui4,2,1.66699E-05
車費,ce1fai3,1,8.33493E-06
晏晝飯,ngaan3zau3faan6,1,8.33493E-06
麥當奴,mak6dong1nou4,1,8.33493E-06
香,hoeng1,2,1.66699E-05
引誘,jan5jau5,1,8.33493E-06
至上,zi3soeng6,1,8.33493E-06
教員室,gaau3jyun4sat1,1,8.33493E-06
長輩,zoeng2bui3,2,1.66699E-05
講笑,gong2siu3,5,4.16747E-05
小人物,siu2jan4mat2,3,2.50048E-05
眼超超,ngaan5ciu1ciu1,1,8.33493E-06
樖,po1,1,8.33493E-06
草,cou2,1,8.33493E-06
揦口揦面,laa2hau2laa2min6,1,8.33493E-06
權,kyun4,12,0.000100019
誇張,kwaa1zoeng1,5,4.16747E-05
捉,zuk1,8,6.66794E-05
校服,haau6fuk6,1,8.33493E-06
原,jyun4,3,2.50048E-05
校,haau6,4,3.33397E-05
家長,gaa1zoeng2,7,5.83445E-05
微,mei4,1,8.33493E-06
魚缸,jyu4gong1,3,2.50048E-05
工人,gung1jan4,5,4.16747E-05
金魚缸,gam1jyu4gong1,4,3.33397E-05
細路哥,sai3lou6go1,2,1.66699E-05
咪,mai5,2,1.66699E-05
舒服,syu1fuk6,17,0.000141694
心理學,sam1lei5hok6,1,8.33493E-06
家,gaa1,1,8.33493E-06
寫字樓,se2zi6lau4,1,8.33493E-06
社會,se5wui2,22,0.000183368
辦工室,baan6gung1sat1,1,8.33493E-06
風水,fung1seoi2,1,8.33493E-06
員工,jyun4gung1,4,3.33397E-05
缸,gong1,8,6.66794E-05
大自然,daai6zi6jin4,2,1.66699E-05
專心,zyun1sam1,3,2.50048E-05
休息,jau1sik1,1,8.33493E-06
市儈,si2kui2,1,8.33493E-06
舊陣時,gau6zan6si4,1,8.33493E-06
養魚,joeng5yu2,1,8.33493E-06
舖,pou2,7,5.83445E-05
裝,zong1,6,5.00096E-05
膠袋,gaau1doi2,1,8.33493E-06
袋,doi6,2,1.66699E-05
氧氣,joeng5hei3,4,3.33397E-05
舊陣時,gau6zan6si4,2,1.66699E-05
五幾年,ng2gei2nin4,1,8.33493E-06
魚舖,jyu4pou2,1,8.33493E-06
罐頭,gun3tau2,4,3.33397E-05
嘜,mak1,2,1.66699E-05
咧,le2,1,8.33493E-06
空罐,hung1gun3,1,8.33493E-06
細細,sai3sai3,1,8.33493E-06
條,tiu4,1,8.33493E-06
金魚,gam1jyu2,1,8.33493E-06
黑魔利,haak1mo1lei2,1,8.33493E-06
紅劍,hung4gim3,1,8.33493E-06
喔,o1,1,8.33493E-06
火車站,fo2ce1zaam6,4,3.33397E-05
做生意,zou6saang1ji3,1,8.33493E-06
奇形怪狀,kei4jing4gwaai3zong6,1,8.33493E-06
朝朝,ziu1ziu1,3,2.50048E-05
佈置,bou3zi3,1,8.33493E-06
水底,seoi2dai2,1,8.33493E-06
水草,seoi2cou2,13,0.000108354
石,sek6,4,3.33397E-05
打理,daa2lei5,1,8.33493E-06
所謂,so2wai6,2,1.66699E-05
七彩神仙,cat1coi2san4sin1,3,2.50048E-05
睇見,tai2gin3,2,1.66699E-05
生仔,saang1zai2,3,2.50048E-05
終歸,zung1gwai1,1,8.33493E-06
養大,joeng5daai6,1,8.33493E-06
搦,nik1,4,3.33397E-05
多數,do1sou3,2,1.66699E-05
金魚,gam1jyu4,1,8.33493E-06
業餘,jip6jyu4,1,8.33493E-06
窿路,lung1lou6,1,8.33493E-06
乜野,mat1je5,3,2.50048E-05
龍,lung4,1,8.33493E-06
龍吐珠,lung4tou3zyu1,8,6.66794E-05
貪,taam1,2,1.66699E-05
長命,coeng4meng6,1,8.33493E-06
粗,cou1,1,8.33493E-06
錦鯉,gam2lei5,7,5.83445E-05
經濟,ging1zai3,9,7.50144E-05
日本人,jat6bun2jan4,1,8.33493E-06
池,ci4,2,1.66699E-05
魚池,jyu4ci4,2,1.66699E-05
缸,gong1,5,4.16747E-05
好鬼,hou2gwai2,1,8.33493E-06
溝,kau1,1,8.33493E-06
樂趣,lok6ceoi3,9,7.50144E-05
湊,cau3,2,1.66699E-05
滿足感,mun5zuk1gam2,2,1.66699E-05
運,wan6,5,4.16747E-05
台灣,toi4waan1,9,7.50144E-05
度度,dou6dou6,1,8.33493E-06
樹林,syu6lam4,1,8.33493E-06
山水畫,saan1seoi2waa2,1,8.33493E-06
間中,gaan3zung1,1,8.33493E-06
游來游去,jau4loi4jau4heoi3,1,8.33493E-06
仙境,sin1ging2,1,8.33493E-06
光,gwong1,3,2.50048E-05
着,zoek6,6,5.00096E-05
燈,dang1,1,8.33493E-06
青,ceng1,2,1.66699E-05
青苔,ceng1toi4,1,8.33493E-06
顏色,ngaan4sik1,1,8.33493E-06
污糟邋遢,wu1zou1laat6taat3,1,8.33493E-06
冇份,mou5fan2,1,8.33493E-06
掉,diu6,4,3.33397E-05
連,lin4,2,1.66699E-05
通度,tung1dou6,1,8.33493E-06
餓,ngo6,1,8.33493E-06
漚,au3,3,2.50048E-05
水質,seoi2zat1,1,8.33493E-06
陶冶,tou4je5,1,8.33493E-06
性情,sing3cing4,2,1.66699E-05
